1780685378.579753 server started (67287): version 3.6b, socket /private/tmp/tmux-501/default, protocol 8
1780685378.579765 on Darwin 25.5.0 Darwin Kernel Version 25.5.0: Mon Apr 27 20:41:26 PDT 2026; root:xnu-12377.121.6~2/RELEASE_ARM64_T8132
1780685378.579771 using libevent 2.1.12-stable select
1780685378.579775 using utf8proc 2.11.3
1780685378.579777 using ncurses 6.6 20251230
1780685378.588263 yylex_token: rename-session
1780685378.588264 yylex_token: end at WS
1780685378.588266 yylex_token: --
1780685378.588267 yylex_token: end at }
1780685378.588269 yylex_token: %%
1780685378.588270 yylex_token: end at WS
1780685378.588272 yylex_token: 
1780685378.588274 yylex_token: end at WS
1780685378.588275 yylex_token: New Session
1780685378.588277 yylex_token: end at WS
1780685378.588278 yylex_token: s
1780685378.588280 yylex_token: end at }
1780685378.588281 yylex_token: new-session
1780685378.588283 yylex_token: end at WS
1780685378.588285 yylex_token: New Window
1780685378.588287 yylex_token: end at WS
1780685378.588288 yylex_token: w
1780685378.588290 yylex_token: end at }
1780685378.588292 yylex_token: new-window
1780685378.588294 cmd_parse_build_commands 0:0: bind
1780685378.588296 cmd_parse_build_commands 0:1: -n
1780685378.588298 cmd_parse_build_commands 0:2: MouseDown3StatusLeft
1780685378.588299 cmd_parse_build_commands 0:3 0:0: display-menu
1780685378.588301 cmd_parse_build_commands 0:3 0:1: -t=
1780685378.588302 cmd_parse_build_commands 0:3 0:2: -xM
1780685378.588304 cmd_parse_build_commands 0:3 0:3: -yW
1780685378.588305 cmd_parse_build_commands 0:3 0:4: -T
1780685378.588307 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{session_name}
1780685378.588308 cmd_parse_build_commands 0:3 0:6: Next
1780685378.588310 cmd_parse_build_commands 0:3 0:7: n
1780685378.588311 cmd_parse_build_commands 0:3 0:8 0:0: switch-client
1780685378.588313 cmd_parse_build_commands 0:3 0:8 0:1: -n
1780685378.588314 cmd_parse_build_commands 0:3 0:9: Previous
1780685378.588316 cmd_parse_build_commands 0:3 0:10: p
1780685378.588317 cmd_parse_build_commands 0:3 0:11 0:0: switch-client
1780685378.588319 cmd_parse_build_commands 0:3 0:11 0:1: -p
1780685378.588320 cmd_parse_build_commands 0:3 0:12: 
1780685378.588322 cmd_parse_build_commands 0:3 0:13: Renumber
1780685378.588323 cmd_parse_build_commands 0:3 0:14: N
1780685378.588325 cmd_parse_build_commands 0:3 0:15 0:0: move-window
1780685378.588327 cmd_parse_build_commands 0:3 0:15 0:1: -r
1780685378.588328 cmd_parse_build_commands 0:3 0:16: Rename
1780685378.588329 cmd_parse_build_commands 0:3 0:17: n
1780685378.588331 cmd_parse_build_commands 0:3 0:18 0:0: command-prompt
1780685378.588333 cmd_parse_build_commands 0:3 0:18 0:1: -I
1780685378.588334 cmd_parse_build_commands 0:3 0:18 0:2: #S
1780685378.588336 cmd_parse_build_commands 0:3 0:18 0:3 0:0: rename-session
1780685378.588337 cmd_parse_build_commands 0:3 0:18 0:3 0:1: --
1780685378.588339 cmd_parse_build_commands 0:3 0:18 0:3 0:2: %%
1780685378.588340 cmd_parse_build_commands 0:3 0:19: 
1780685378.588342 cmd_parse_build_commands 0:3 0:20: New Session
1780685378.588343 cmd_parse_build_commands 0:3 0:21: s
1780685378.588345 cmd_parse_build_commands 0:3 0:22 0:0: new-session
1780685378.588346 cmd_parse_build_commands 0:3 0:23: New Window
1780685378.588348 cmd_parse_build_commands 0:3 0:24: w
1780685378.588349 cmd_parse_build_commands 0:3 0:25 0:0: new-window
1780685378.588351 cmd_parse_build_commands 0:0: display-menu
1780685378.588353 cmd_parse_build_commands 0:1: -t=
1780685378.588358 cmd_parse_build_commands 0:2: -xM
1780685378.588360 cmd_parse_build_commands 0:3: -yW
1780685378.588361 cmd_parse_build_commands 0:4: -T
1780685378.588363 cmd_parse_build_commands 0:5: #[align=centre]#{session_name}
1780685378.588364 cmd_parse_build_commands 0:6: Next
1780685378.588365 cmd_parse_build_commands 0:7: n
1780685378.588367 cmd_parse_build_commands 0:8 0:0: switch-client
1780685378.588369 cmd_parse_build_commands 0:8 0:1: -n
1780685378.588370 cmd_parse_build_commands 0:9: Previous
1780685378.588372 cmd_parse_build_commands 0:10: p
1780685378.588373 cmd_parse_build_commands 0:11 0:0: switch-client
1780685378.588375 cmd_parse_build_commands 0:11 0:1: -p
1780685378.588376 cmd_parse_build_commands 0:12: 
1780685378.588378 cmd_parse_build_commands 0:13: Renumber
1780685378.588379 cmd_parse_build_commands 0:14: N
1780685378.588381 cmd_parse_build_commands 0:15 0:0: move-window
1780685378.588382 cmd_parse_build_commands 0:15 0:1: -r
1780685378.588384 cmd_parse_build_commands 0:16: Rename
1780685378.588385 cmd_parse_build_commands 0:17: n
1780685378.588387 cmd_parse_build_commands 0:18 0:0: command-prompt
1780685378.588388 cmd_parse_build_commands 0:18 0:1: -I
1780685378.588390 cmd_parse_build_commands 0:18 0:2: #S
1780685378.588391 cmd_parse_build_commands 0:18 0:3 0:0: rename-session
1780685378.588393 cmd_parse_build_commands 0:18 0:3 0:1: --
1780685378.588394 cmd_parse_build_commands 0:18 0:3 0:2: %%
1780685378.588396 cmd_parse_build_commands 0:19: 
1780685378.588397 cmd_parse_build_commands 0:20: New Session
1780685378.588399 cmd_parse_build_commands 0:21: s
1780685378.588400 cmd_parse_build_commands 0:22 0:0: new-session
1780685378.588402 cmd_parse_build_commands 0:23: New Window
1780685378.588403 cmd_parse_build_commands 0:24: w
1780685378.588405 cmd_parse_build_commands 0:25 0:0: new-window
1780685378.588407 cmd_parse_build_commands 0:0: switch-client
1780685378.588409 cmd_parse_build_commands 0:1: -n
1780685378.588411 args_parse_flags: next -n
1780685378.588412 args_parse_flags: -n
1780685378.588414 args_parse: flags end at 2 of 2
1780685378.588416 cmd_parse_build_commands: switch-client -n
1780685378.588419 cmd_parse_build_commands 0:0: switch-client
1780685378.588421 cmd_parse_build_commands 0:1: -p
1780685378.588423 args_parse_flags: next -p
1780685378.588424 args_parse_flags: -p
1780685378.588426 args_parse: flags end at 2 of 2
1780685378.588428 cmd_parse_build_commands: switch-client -p
1780685378.588430 cmd_parse_build_commands 0:0: move-window
1780685378.588431 cmd_parse_build_commands 0:1: -r
1780685378.588433 args_parse_flags: next -r
1780685378.588435 args_parse_flags: -r
1780685378.588436 args_parse: flags end at 2 of 2
1780685378.588438 cmd_parse_build_commands: move-window -r
1780685378.588440 cmd_parse_build_commands 0:0: command-prompt
1780685378.588441 cmd_parse_build_commands 0:1: -I
1780685378.588443 cmd_parse_build_commands 0:2: #S
1780685378.588444 cmd_parse_build_commands 0:3 0:0: rename-session
1780685378.588446 cmd_parse_build_commands 0:3 0:1: --
1780685378.588447 cmd_parse_build_commands 0:3 0:2: %%
1780685378.588449 cmd_parse_build_commands 0:0: rename-session
1780685378.588451 cmd_parse_build_commands 0:1: --
1780685378.588452 cmd_parse_build_commands 0:2: %%
1780685378.588454 args_parse_flags: next --
1780685378.588456 args_parse: flags end at 2 of 3
1780685378.588457 args_parse: 2 = %% (type STRING)
1780685378.588459 cmd_parse_build_commands: rename-session "%%"
1780685378.588461 args_parse_flags: next -I
1780685378.588463 args_parse_flag_argument: -I = #S
1780685378.588464 args_parse: flags end at 3 of 4
1780685378.588466 args_parse: 3 = rename-session "%%" (type COMMANDS)
1780685378.588469 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1780685378.588472 cmd_parse_build_commands 0:0: new-session
1780685378.588474 args_parse: flags end at 1 of 1
1780685378.588475 cmd_parse_build_commands: new-session
1780685378.588477 cmd_parse_build_commands 0:0: new-window
1780685378.588479 args_parse: flags end at 1 of 1
1780685378.588481 cmd_parse_build_commands: new-window
1780685378.588484 args_parse_flags: next -t=
1780685378.588485 args_parse_flag_argument: -t = =
1780685378.588486 args_parse_flags: next -xM
1780685378.588488 args_parse_flag_argument: -x = M
1780685378.588489 args_parse_flags: next -yW
1780685378.588490 args_parse_flag_argument: -y = W
1780685378.588492 args_parse_flags: next -T
1780685378.588493 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1780685378.588495 args_parse_flags: next Next
1780685378.588496 args_parse: flags end at 6 of 26
1780685378.588497 args_parse: 6 = Next (type STRING)
1780685378.588499 args_parse: 7 = n (type STRING)
1780685378.588500 args_parse: 8 = switch-client -n (type COMMANDS)
1780685378.588502 args_parse: 9 = Previous (type STRING)
1780685378.588503 args_parse: 10 = p (type STRING)
1780685378.588505 args_parse: 11 = switch-client -p (type COMMANDS)
1780685378.588507 args_parse: 12 =  (type STRING)
1780685378.588508 args_parse: 13 = Renumber (type STRING)
1780685378.588509 args_parse: 14 = N (type STRING)
1780685378.588511 args_parse: 15 = move-window -r (type COMMANDS)
1780685378.588513 args_parse: 16 = Rename (type STRING)
1780685378.588514 args_parse: 17 = n (type STRING)
1780685378.588521 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1780685378.588522 args_parse: 19 =  (type STRING)
1780685378.588524 args_parse: 20 = New Session (type STRING)
1780685378.588525 args_parse: 21 = s (type STRING)
1780685378.588527 args_parse: 22 = new-session (type COMMANDS)
1780685378.588528 args_parse: 23 = New Window (type STRING)
1780685378.588530 args_parse: 24 = w (type STRING)
1780685378.588531 args_parse: 25 = new-window (type COMMANDS)
1780685378.588545 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1780685378.588546 args_parse_flags: next -n
1780685378.588548 args_parse_flags: -n
1780685378.588549 args_parse_flags: next MouseDown3StatusLeft
1780685378.588550 args_parse: flags end at 2 of 4
1780685378.588552 args_parse: 2 = MouseDown3StatusLeft (type STRING)
1780685378.588568 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1780685378.588583 cmd_parse_build_commands: bind-key -n MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1780685378.588586 cmdq_get_command: [bind-key/0xb8305a100] group 974
1780685378.588588 cmdq_append <global>: [bind-key/0xb8305a100]
1780685378.588589 yylex_token: end at WS
1780685378.588591 yylex_token: bind
1780685378.588592 yylex_token: end at WS
1780685378.588594 yylex_token: -n
1780685378.588596 yylex_token: end at WS
1780685378.588597 yylex_token: M-MouseDown3StatusLeft
1780685378.588599 yylex_token: end at WS
1780685378.588601 yylex_token: display-menu
1780685378.588602 yylex_token: end at WS
1780685378.588604 yylex_token: -t=
1780685378.588605 yylex_token: end at WS
1780685378.588607 yylex_token: -xM
1780685378.588608 yylex_token: end at WS
1780685378.588610 yylex_token: -yW
1780685378.588611 yylex_token: end at WS
1780685378.588613 yylex_token: -T
1780685378.588615 yylex_token: end at WS
1780685378.588616 yylex_token: #[align=centre]#{session_name}
1780685378.588618 yylex_token: end at WS
1780685378.588619 yylex_token: Next
1780685378.588621 yylex_token: end at WS
1780685378.588622 yylex_token: n
1780685378.588624 yylex_token: end at WS
1780685378.588626 yylex_token: switch-client
1780685378.588632 yylex_token: end at }
1780685378.588633 yylex_token: -n
1780685378.588635 yylex_token: end at WS
1780685378.588637 yylex_token: Previous
1780685378.588638 yylex_token: end at WS
1780685378.588640 yylex_token: p
1780685378.588642 yylex_token: end at WS
1780685378.588644 yylex_token: switch-client
1780685378.588646 yylex_token: end at }
1780685378.588648 yylex_token: -p
1780685378.588650 yylex_token: end at WS
1780685378.588651 yylex_token: 
1780685378.588654 yylex_token: end at WS
1780685378.588655 yylex_token: Renumber
1780685378.588657 yylex_token: end at WS
1780685378.588659 yylex_token: N
1780685378.588661 yylex_token: end at WS
1780685378.588663 yylex_token: move-window
1780685378.588664 yylex_token: end at }
1780685378.588665 yylex_token: -r
1780685378.588667 yylex_token: end at WS
1780685378.588669 yylex_token: Rename
1780685378.588670 yylex_token: end at WS
1780685378.588671 yylex_token: n
1780685378.588673 yylex_token: end at WS
1780685378.588675 yylex_token: command-prompt
1780685378.588676 yylex_token: end at WS
1780685378.588678 yylex_token: -I
1780685378.588679 yylex_token: end at WS
1780685378.588680 yylex_token: #S
1780685378.588682 yylex_token: end at WS
1780685378.588684 yylex_token: rename-session
1780685378.588685 yylex_token: end at WS
1780685378.588687 yylex_token: --
1780685378.588688 yylex_token: end at }
1780685378.588689 yylex_token: %%
1780685378.588691 yylex_token: end at WS
1780685378.588692 yylex_token: 
1780685378.588694 yylex_token: end at WS
1780685378.588696 yylex_token: New Session
1780685378.588697 yylex_token: end at WS
1780685378.588698 yylex_token: s
1780685378.588700 yylex_token: end at }
1780685378.588702 yylex_token: new-session
1780685378.588703 yylex_token: end at WS
1780685378.588705 yylex_token: New Window
1780685378.588706 yylex_token: end at WS
1780685378.588708 yylex_token: w
1780685378.588709 yylex_token: end at }
1780685378.588711 yylex_token: new-window
1780685378.588713 cmd_parse_build_commands 0:0: bind
1780685378.588714 cmd_parse_build_commands 0:1: -n
1780685378.588716 cmd_parse_build_commands 0:2: M-MouseDown3StatusLeft
1780685378.588718 cmd_parse_build_commands 0:3 0:0: display-menu
1780685378.588719 cmd_parse_build_commands 0:3 0:1: -t=
1780685378.588721 cmd_parse_build_commands 0:3 0:2: -xM
1780685378.588722 cmd_parse_build_commands 0:3 0:3: -yW
1780685378.588724 cmd_parse_build_commands 0:3 0:4: -T
1780685378.588725 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{session_name}
1780685378.588727 cmd_parse_build_commands 0:3 0:6: Next
1780685378.588728 cmd_parse_build_commands 0:3 0:7: n
1780685378.588730 cmd_parse_build_commands 0:3 0:8 0:0: switch-client
1780685378.588731 cmd_parse_build_commands 0:3 0:8 0:1: -n
1780685378.588733 cmd_parse_build_commands 0:3 0:9: Previous
1780685378.588734 cmd_parse_build_commands 0:3 0:10: p
1780685378.588736 cmd_parse_build_commands 0:3 0:11 0:0: switch-client
1780685378.588737 cmd_parse_build_commands 0:3 0:11 0:1: -p
1780685378.588739 cmd_parse_build_commands 0:3 0:12: 
1780685378.588740 cmd_parse_build_commands 0:3 0:13: Renumber
1780685378.588742 cmd_parse_build_commands 0:3 0:14: N
1780685378.588743 cmd_parse_build_commands 0:3 0:15 0:0: move-window
1780685378.588745 cmd_parse_build_commands 0:3 0:15 0:1: -r
1780685378.588746 cmd_parse_build_commands 0:3 0:16: Rename
1780685378.588748 cmd_parse_build_commands 0:3 0:17: n
1780685378.588749 cmd_parse_build_commands 0:3 0:18 0:0: command-prompt
1780685378.588751 cmd_parse_build_commands 0:3 0:18 0:1: -I
1780685378.588752 cmd_parse_build_commands 0:3 0:18 0:2: #S
1780685378.588754 cmd_parse_build_commands 0:3 0:18 0:3 0:0: rename-session
1780685378.588755 cmd_parse_build_commands 0:3 0:18 0:3 0:1: --
1780685378.588757 cmd_parse_build_commands 0:3 0:18 0:3 0:2: %%
1780685378.588758 cmd_parse_build_commands 0:3 0:19: 
1780685378.588760 cmd_parse_build_commands 0:3 0:20: New Session
1780685378.588761 cmd_parse_build_commands 0:3 0:21: s
1780685378.588763 cmd_parse_build_commands 0:3 0:22 0:0: new-session
1780685378.588764 cmd_parse_build_commands 0:3 0:23: New Window
1780685378.588767 cmd_parse_build_commands 0:3 0:24: w
1780685378.588769 cmd_parse_build_commands 0:3 0:25 0:0: new-window
1780685378.588771 cmd_parse_build_commands 0:0: display-menu
1780685378.588772 cmd_parse_build_commands 0:1: -t=
1780685378.588774 cmd_parse_build_commands 0:2: -xM
1780685378.588775 cmd_parse_build_commands 0:3: -yW
1780685378.588777 cmd_parse_build_commands 0:4: -T
1780685378.588778 cmd_parse_build_commands 0:5: #[align=centre]#{session_name}
1780685378.588780 cmd_parse_build_commands 0:6: Next
1780685378.588781 cmd_parse_build_commands 0:7: n
1780685378.588783 cmd_parse_build_commands 0:8 0:0: switch-client
1780685378.588784 cmd_parse_build_commands 0:8 0:1: -n
1780685378.588786 cmd_parse_build_commands 0:9: Previous
1780685378.588787 cmd_parse_build_commands 0:10: p
1780685378.588789 cmd_parse_build_commands 0:11 0:0: switch-client
1780685378.588790 cmd_parse_build_commands 0:11 0:1: -p
1780685378.588792 cmd_parse_build_commands 0:12: 
1780685378.588793 cmd_parse_build_commands 0:13: Renumber
1780685378.588794 cmd_parse_build_commands 0:14: N
1780685378.588796 cmd_parse_build_commands 0:15 0:0: move-window
1780685378.588798 cmd_parse_build_commands 0:15 0:1: -r
1780685378.588799 cmd_parse_build_commands 0:16: Rename
1780685378.588800 cmd_parse_build_commands 0:17: n
1780685378.588802 cmd_parse_build_commands 0:18 0:0: command-prompt
1780685378.588803 cmd_parse_build_commands 0:18 0:1: -I
1780685378.588805 cmd_parse_build_commands 0:18 0:2: #S
1780685378.588807 cmd_parse_build_commands 0:18 0:3 0:0: rename-session
1780685378.588809 cmd_parse_build_commands 0:18 0:3 0:1: --
1780685378.588811 cmd_parse_build_commands 0:18 0:3 0:2: %%
1780685378.588813 cmd_parse_build_commands 0:19: 
1780685378.588814 cmd_parse_build_commands 0:20: New Session
1780685378.588816 cmd_parse_build_commands 0:21: s
1780685378.588817 cmd_parse_build_commands 0:22 0:0: new-session
1780685378.588819 cmd_parse_build_commands 0:23: New Window
1780685378.588820 cmd_parse_build_commands 0:24: w
1780685378.588821 cmd_parse_build_commands 0:25 0:0: new-window
1780685378.588824 cmd_parse_build_commands 0:0: switch-client
1780685378.588825 cmd_parse_build_commands 0:1: -n
1780685378.588828 args_parse_flags: next -n
1780685378.588829 args_parse_flags: -n
1780685378.588831 args_parse: flags end at 2 of 2
1780685378.588832 cmd_parse_build_commands: switch-client -n
1780685378.588834 cmd_parse_build_commands 0:0: switch-client
1780685378.588836 cmd_parse_build_commands 0:1: -p
1780685378.588838 args_parse_flags: next -p
1780685378.588839 args_parse_flags: -p
1780685378.588841 args_parse: flags end at 2 of 2
1780685378.588843 cmd_parse_build_commands: switch-client -p
1780685378.588845 cmd_parse_build_commands 0:0: move-window
1780685378.588846 cmd_parse_build_commands 0:1: -r
1780685378.588848 args_parse_flags: next -r
1780685378.588849 args_parse_flags: -r
1780685378.588851 args_parse: flags end at 2 of 2
1780685378.588853 cmd_parse_build_commands: move-window -r
1780685378.588855 cmd_parse_build_commands 0:0: command-prompt
1780685378.588856 cmd_parse_build_commands 0:1: -I
1780685378.588857 cmd_parse_build_commands 0:2: #S
1780685378.588859 cmd_parse_build_commands 0:3 0:0: rename-session
1780685378.588861 cmd_parse_build_commands 0:3 0:1: --
1780685378.588862 cmd_parse_build_commands 0:3 0:2: %%
1780685378.588864 cmd_parse_build_commands 0:0: rename-session
1780685378.588865 cmd_parse_build_commands 0:1: --
1780685378.588867 cmd_parse_build_commands 0:2: %%
1780685378.588869 args_parse_flags: next --
1780685378.588870 args_parse: flags end at 2 of 3
1780685378.588872 args_parse: 2 = %% (type STRING)
1780685378.588874 cmd_parse_build_commands: rename-session "%%"
1780685378.588876 args_parse_flags: next -I
1780685378.588877 args_parse_flag_argument: -I = #S
1780685378.588879 args_parse: flags end at 3 of 4
1780685378.588881 args_parse: 3 = rename-session "%%" (type COMMANDS)
1780685378.588884 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1780685378.588886 cmd_parse_build_commands 0:0: new-session
1780685378.588889 args_parse: flags end at 1 of 1
1780685378.588891 cmd_parse_build_commands: new-session
1780685378.588893 cmd_parse_build_commands 0:0: new-window
1780685378.588895 args_parse: flags end at 1 of 1
1780685378.588896 cmd_parse_build_commands: new-window
1780685378.588898 args_parse_flags: next -t=
1780685378.588900 args_parse_flag_argument: -t = =
1780685378.588901 args_parse_flags: next -xM
1780685378.588902 args_parse_flag_argument: -x = M
1780685378.588904 args_parse_flags: next -yW
1780685378.588905 args_parse_flag_argument: -y = W
1780685378.588907 args_parse_flags: next -T
1780685378.588908 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1780685378.588910 args_parse_flags: next Next
1780685378.588911 args_parse: flags end at 6 of 26
1780685378.588913 args_parse: 6 = Next (type STRING)
1780685378.588914 args_parse: 7 = n (type STRING)
1780685378.588916 args_parse: 8 = switch-client -n (type COMMANDS)
1780685378.588918 args_parse: 9 = Previous (type STRING)
1780685378.588919 args_parse: 10 = p (type STRING)
1780685378.588921 args_parse: 11 = switch-client -p (type COMMANDS)
1780685378.588923 args_parse: 12 =  (type STRING)
1780685378.588925 args_parse: 13 = Renumber (type STRING)
1780685378.588926 args_parse: 14 = N (type STRING)
1780685378.588928 args_parse: 15 = move-window -r (type COMMANDS)
1780685378.588930 args_parse: 16 = Rename (type STRING)
1780685378.588931 args_parse: 17 = n (type STRING)
1780685378.588935 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1780685378.588937 args_parse: 19 =  (type STRING)
1780685378.588939 args_parse: 20 = New Session (type STRING)
1780685378.588941 args_parse: 21 = s (type STRING)
1780685378.588942 args_parse: 22 = new-session (type COMMANDS)
1780685378.588944 args_parse: 23 = New Window (type STRING)
1780685378.588946 args_parse: 24 = w (type STRING)
1780685378.588947 args_parse: 25 = new-window (type COMMANDS)
1780685378.588960 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1780685378.588962 args_parse_flags: next -n
1780685378.588963 args_parse_flags: -n
1780685378.588965 args_parse_flags: next M-MouseDown3StatusLeft
1780685378.588966 args_parse: flags end at 2 of 4
1780685378.588968 args_parse: 2 = M-MouseDown3StatusLeft (type STRING)
1780685378.588981 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1780685378.588994 cmd_parse_build_commands: bind-key -n M-MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1780685378.588996 cmdq_get_command: [bind-key/0xb8305a200] group 1010
1780685378.588998 cmdq_append <global>: [bind-key/0xb8305a200]
1780685378.588999 yylex_token: end at WS
1780685378.589001 yylex_token: bind
1780685378.589002 yylex_token: end at WS
1780685378.589003 yylex_token: -n
1780685378.589005 yylex_token: end at WS
1780685378.589006 yylex_token: MouseDown3Status
1780685378.589008 yylex_token: end at WS
1780685378.589009 yylex_token: display-menu
1780685378.589011 yylex_token: end at WS
1780685378.589012 yylex_token: -t=
1780685378.589013 yylex_token: end at WS
1780685378.589014 yylex_token: -xW
1780685378.589016 yylex_token: end at WS
1780685378.589017 yylex_token: -yW
1780685378.589018 yylex_token: end at WS
1780685378.589020 yylex_token: -T
1780685378.589022 yylex_token: end at WS
1780685378.589024 yylex_token: #[align=centre]#{window_index}:#{window_name}
1780685378.589028 yylex_token: end at WS
1780685378.589029 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1780685378.589030 yylex_token: end at WS
1780685378.589032 yylex_token: l
1780685378.589033 yylex_token: end at WS
1780685378.589034 yylex_token: swap-window
1780685378.589036 yylex_token: end at }
1780685378.589037 yylex_token: -t:-1
1780685378.589040 yylex_token: end at WS
1780685378.589041 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1780685378.589043 yylex_token: end at WS
1780685378.589044 yylex_token: r
1780685378.589045 yylex_token: end at WS
1780685378.589047 yylex_token: swap-window
1780685378.589048 yylex_token: end at }
1780685378.589049 yylex_token: -t:+1
1780685378.589052 yylex_token: end at WS
1780685378.589053 yylex_token: #{?pane_marked_set,,-}Swap Marked
1780685378.589054 yylex_token: end at WS
1780685378.589056 yylex_token: s
1780685378.589057 yylex_token: end at }
1780685378.589059 yylex_token: swap-window
1780685378.589060 yylex_token: end at WS
1780685378.589061 yylex_token: 
1780685378.589063 yylex_token: end at WS
1780685378.589064 yylex_token: Kill
1780685378.589065 yylex_token: end at WS
1780685378.589066 yylex_token: X
1780685378.589068 yylex_token: end at }
1780685378.589069 yylex_token: kill-window
1780685378.589071 yylex_token: end at WS
1780685378.589072 yylex_token: Respawn
1780685378.589073 yylex_token: end at WS
1780685378.589075 yylex_token: R
1780685378.589076 yylex_token: end at WS
1780685378.589078 yylex_token: respawn-window
1780685378.589079 yylex_token: end at }
1780685378.589080 yylex_token: -k
1780685378.589082 yylex_token: end at WS
1780685378.589084 yylex_token: #{?pane_marked,Unmark,Mark}
1780685378.589085 yylex_token: end at WS
1780685378.589086 yylex_token: m
1780685378.589088 yylex_token: end at WS
1780685378.589089 yylex_token: select-pane
1780685378.589091 yylex_token: end at }
1780685378.589092 yylex_token: -m
1780685378.589093 yylex_token: end at WS
1780685378.589095 yylex_token: Rename
1780685378.589096 yylex_token: end at WS
1780685378.589097 yylex_token: n
1780685378.589099 yylex_token: end at WS
1780685378.589100 yylex_token: command-prompt
1780685378.589101 yylex_token: end at WS
1780685378.589103 yylex_token: -FI
1780685378.589104 yylex_token: end at WS
1780685378.589105 yylex_token: #W
1780685378.589107 yylex_token: end at WS
1780685378.589108 yylex_token: rename-window
1780685378.589110 yylex_token: end at WS
1780685378.589111 yylex_token: -t
1780685378.589112 yylex_token: end at WS
1780685378.589114 yylex_token: #{window_id}
1780685378.589115 yylex_token: end at WS
1780685378.589116 yylex_token: --
1780685378.589118 yylex_token: end at }
1780685378.589119 yylex_token: %%
1780685378.589120 yylex_token: end at WS
1780685378.589122 yylex_token: 
1780685378.589123 yylex_token: end at WS
1780685378.589125 yylex_token: New After
1780685378.589126 yylex_token: end at WS
1780685378.589127 yylex_token: w
1780685378.589129 yylex_token: end at WS
1780685378.589130 yylex_token: new-window
1780685378.589131 yylex_token: end at }
1780685378.589132 yylex_token: -a
1780685378.589134 yylex_token: end at WS
1780685378.589136 yylex_token: New At End
1780685378.589137 yylex_token: end at WS
1780685378.589138 yylex_token: W
1780685378.589140 yylex_token: end at }
1780685378.589141 yylex_token: new-window
1780685378.589143 cmd_parse_build_commands 0:0: bind
1780685378.589144 cmd_parse_build_commands 0:1: -n
1780685378.589146 cmd_parse_build_commands 0:2: MouseDown3Status
1780685378.589147 cmd_parse_build_commands 0:3 0:0: display-menu
1780685378.589148 cmd_parse_build_commands 0:3 0:1: -t=
1780685378.589150 cmd_parse_build_commands 0:3 0:2: -xW
1780685378.589151 cmd_parse_build_commands 0:3 0:3: -yW
1780685378.589152 cmd_parse_build_commands 0:3 0:4: -T
1780685378.589154 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1780685378.589155 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1780685378.589157 cmd_parse_build_commands 0:3 0:7: l
1780685378.589158 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1780685378.589161 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1780685378.589163 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1780685378.589164 cmd_parse_build_commands 0:3 0:10: r
1780685378.589166 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
