1780684924.430684 server started (58951): version 3.6b, socket /private/tmp/tmux-501/runie-test, protocol 8
1780684924.430710 on Darwin 25.5.0 Darwin Kernel Version 25.5.0: Mon Apr 27 20:41:26 PDT 2026; root:xnu-12377.121.6~2/RELEASE_ARM64_T8132
1780684924.430716 using libevent 2.1.12-stable select
1780684924.430725 using utf8proc 2.11.3
1780684924.430731 using ncurses 6.6 20251230
1780684924.443574 cmd_parse_build_commands 0:34 0:0: new-window
1780684924.443577 cmd_parse_build_commands 0:0: swap-window
1780684924.443578 cmd_parse_build_commands 0:1: -t:-1
1780684924.443580 args_parse_flags: next -t:-1
1780684924.443582 args_parse_flag_argument: -t = :-1
1780684924.443584 args_parse: flags end at 2 of 2
1780684924.443586 cmd_parse_build_commands: swap-window -t :-1
1780684924.443588 cmd_parse_build_commands 0:0: swap-window
1780684924.443589 cmd_parse_build_commands 0:1: -t:+1
1780684924.443591 args_parse_flags: next -t:+1
1780684924.443593 args_parse_flag_argument: -t = :+1
1780684924.443594 args_parse: flags end at 2 of 2
1780684924.443596 cmd_parse_build_commands: swap-window -t :+1
1780684924.443598 cmd_parse_build_commands 0:0: swap-window
1780684924.443601 args_parse: flags end at 1 of 1
1780684924.443602 cmd_parse_build_commands: swap-window
1780684924.443604 cmd_parse_build_commands 0:0: kill-window
1780684924.443606 args_parse: flags end at 1 of 1
1780684924.443608 cmd_parse_build_commands: kill-window
1780684924.443610 cmd_parse_build_commands 0:0: respawn-window
1780684924.443614 cmd_parse_build_commands 0:1: -k
1780684924.443616 args_parse_flags: next -k
1780684924.443617 args_parse_flags: -k
1780684924.443619 args_parse: flags end at 2 of 2
1780684924.443621 cmd_parse_build_commands: respawn-window -k
1780684924.443623 cmd_parse_build_commands 0:0: select-pane
1780684924.443624 cmd_parse_build_commands 0:1: -m
1780684924.443626 args_parse_flags: next -m
1780684924.443628 args_parse_flags: -m
1780684924.443630 args_parse: flags end at 2 of 2
1780684924.443633 cmd_parse_build_commands: select-pane -m
1780684924.443635 cmd_parse_build_commands 0:0: command-prompt
1780684924.443636 cmd_parse_build_commands 0:1: -FI
1780684924.443638 cmd_parse_build_commands 0:2: #W
1780684924.443640 cmd_parse_build_commands 0:3 0:0: rename-window
1780684924.443641 cmd_parse_build_commands 0:3 0:1: -t
1780684924.443643 cmd_parse_build_commands 0:3 0:2: #{window_id}
1780684924.443645 cmd_parse_build_commands 0:3 0:3: --
1780684924.443646 cmd_parse_build_commands 0:3 0:4: %%
1780684924.443648 cmd_parse_build_commands 0:0: rename-window
1780684924.443650 cmd_parse_build_commands 0:1: -t
1780684924.443652 cmd_parse_build_commands 0:2: #{window_id}
1780684924.443653 cmd_parse_build_commands 0:3: --
1780684924.443655 cmd_parse_build_commands 0:4: %%
1780684924.443657 args_parse_flags: next -t
1780684924.443659 args_parse_flag_argument: -t = #{window_id}
1780684924.443661 args_parse_flags: next --
1780684924.443662 args_parse: flags end at 4 of 5
1780684924.443664 args_parse: 4 = %% (type STRING)
1780684924.443666 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1780684924.443668 args_parse_flags: next -FI
1780684924.443669 args_parse_flags: -F
1780684924.443671 args_parse_flag_argument: -I = #W
1780684924.443672 args_parse: flags end at 3 of 4
1780684924.443675 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1780684924.443678 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1780684924.443680 cmd_parse_build_commands 0:0: new-window
1780684924.443682 cmd_parse_build_commands 0:1: -a
1780684924.443684 args_parse_flags: next -a
1780684924.443685 args_parse_flags: -a
1780684924.443687 args_parse: flags end at 2 of 2
1780684924.443689 cmd_parse_build_commands: new-window -a
1780684924.443690 cmd_parse_build_commands 0:0: new-window
1780684924.443692 args_parse: flags end at 1 of 1
1780684924.443694 cmd_parse_build_commands: new-window
1780684924.443695 args_parse_flags: next -t=
1780684924.443697 args_parse_flag_argument: -t = =
1780684924.443698 args_parse_flags: next -xW
1780684924.443700 args_parse_flag_argument: -x = W
1780684924.443701 args_parse_flags: next -yW
1780684924.443703 args_parse_flag_argument: -y = W
1780684924.443704 args_parse_flags: next -T
1780684924.443706 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1780684924.443708 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1780684924.443709 args_parse: flags end at 6 of 35
1780684924.443711 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1780684924.443712 args_parse: 7 = l (type STRING)
1780684924.443715 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1780684924.443716 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1780684924.443718 args_parse: 10 = r (type STRING)
1780684924.443720 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1780684924.443722 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1780684924.443724 args_parse: 13 = s (type STRING)
1780684924.443725 args_parse: 14 = swap-window (type COMMANDS)
1780684924.443727 args_parse: 15 =  (type STRING)
1780684924.443728 args_parse: 16 = Kill (type STRING)
1780684924.443730 args_parse: 17 = X (type STRING)
1780684924.443732 args_parse: 18 = kill-window (type COMMANDS)
1780684924.443733 args_parse: 19 = Respawn (type STRING)
1780684924.443735 args_parse: 20 = R (type STRING)
1780684924.443737 args_parse: 21 = respawn-window -k (type COMMANDS)
1780684924.443739 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1780684924.443742 args_parse: 23 = m (type STRING)
1780684924.443744 args_parse: 24 = select-pane -m (type COMMANDS)
1780684924.443745 args_parse: 25 = Rename (type STRING)
1780684924.443747 args_parse: 26 = n (type STRING)
1780684924.443751 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1780684924.443752 args_parse: 28 =  (type STRING)
1780684924.443754 args_parse: 29 = New After (type STRING)
1780684924.443756 args_parse: 30 = w (type STRING)
1780684924.443758 args_parse: 31 = new-window -a (type COMMANDS)
1780684924.443759 args_parse: 32 = New At End (type STRING)
1780684924.443761 args_parse: 33 = W (type STRING)
1780684924.443763 args_parse: 34 = new-window (type COMMANDS)
1780684924.443780 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1780684924.443781 args_parse_flags: next -n
1780684924.443783 args_parse_flags: -n
1780684924.443784 args_parse_flags: next M-MouseDown3Status
1780684924.443786 args_parse: flags end at 2 of 4
1780684924.443788 args_parse: 2 = M-MouseDown3Status (type STRING)
1780684924.443804 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1780684924.443822 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1780684924.443825 cmdq_get_command: [bind-key/0xb8b416400] group 1094
1780684924.443826 cmdq_append <global>: [bind-key/0xb8b416400]
1780684924.443828 yylex_token: end at WS
1780684924.443829 yylex_token: bind
1780684924.443831 yylex_token: end at WS
1780684924.443832 yylex_token: -n
1780684924.443834 yylex_token: end at WS
1780684924.443836 yylex_token: MouseDown3Pane
1780684924.443837 yylex_token: end at WS
1780684924.443839 yylex_token: if
1780684924.443840 yylex_token: end at WS
1780684924.443842 yylex_token: -Ft=
1780684924.443845 yylex_token: end at WS
1780684924.443847 yylex_token: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1780684924.443849 yylex_token: end at WS
1780684924.443850 yylex_token: select-pane
1780684924.443852 yylex_token: end at ;
1780684924.443853 yylex_token: -t=
1780684924.443855 yylex_token: end at WS
1780684924.443856 yylex_token: send
1780684924.443858 yylex_token: end at WS
1780684924.443859 yylex_token: -M
1780684924.443861 yylex_token: end at WS
1780684924.443862 yylex_token: display-menu
1780684924.443864 yylex_token: end at WS
1780684924.443865 yylex_token: -t=
1780684924.443867 yylex_token: end at WS
1780684924.443868 yylex_token: -xM
1780684924.443870 yylex_token: end at WS
1780684924.443871 yylex_token: -yM
1780684924.443873 yylex_token: end at WS
1780684924.443877 yylex_token: -T
1780684924.443880 yylex_token: end at WS
1780684924.443881 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1780684924.443884 yylex_token: end at WS
1780684924.443885 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1780684924.443887 yylex_token: end at WS
1780684924.443888 yylex_token: <
1780684924.443890 yylex_token: end at WS
1780684924.443891 yylex_token: send
1780684924.443893 yylex_token: end at WS
1780684924.443894 yylex_token: -X
1780684924.443896 yylex_token: end at }
1780684924.443897 yylex_token: history-top
1780684924.443900 yylex_token: end at WS
1780684924.443902 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1780684924.443903 yylex_token: end at WS
1780684924.443904 yylex_token: >
1780684924.443906 yylex_token: end at WS
1780684924.443907 yylex_token: send
1780684924.443909 yylex_token: end at WS
1780684924.443910 yylex_token: -X
1780684924.443912 yylex_token: end at }
1780684924.443913 yylex_token: history-bottom
1780684924.443915 yylex_token: end at WS
1780684924.443916 yylex_token: 
1780684924.443919 yylex_token: end at WS
1780684924.443921 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1780684924.443922 yylex_token: end at WS
1780684924.443924 yylex_token: C-r
1780684924.443925 yylex_token: end at WS
1780684924.443927 yylex_token: if
1780684924.443928 yylex_token: end at WS
1780684924.443929 yylex_token: -F
1780684924.443932 yylex_token: end at WS
1780684924.443933 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1780684924.443935 yylex_token: end at ;
1780684924.443937 yylex_token: copy-mode -t=
1780684924.443938 yylex_token: end at WS
1780684924.443940 yylex_token: send
1780684924.443941 yylex_token: end at WS
1780684924.443943 yylex_token: -Xt=
1780684924.443944 yylex_token: end at WS
1780684924.443946 yylex_token: search-backward
1780684924.443947 yylex_token: end at WS
1780684924.443949 yylex_token: --
1780684924.443951 yylex_token: end at }
1780684924.443952 yylex_token: #{q:mouse_word}
1780684924.443955 yylex_token: end at WS
1780684924.443956 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1780684924.443958 yylex_token: end at WS
1780684924.443959 yylex_token: C-y
1780684924.443961 yylex_token: end at WS
1780684924.443963 yylex_token: copy-mode
1780684924.443964 yylex_token: end at ;
1780684924.443965 yylex_token: -q
1780684924.443967 yylex_token: end at WS
1780684924.443969 yylex_token: send-keys
1780684924.443970 yylex_token: end at WS
1780684924.443971 yylex_token: -l
1780684924.443973 yylex_token: end at WS
1780684924.443974 yylex_token: --
1780684924.443976 yylex_token: end at }
1780684924.443978 yylex_token: #{q:mouse_word}
1780684924.443980 yylex_token: end at WS
1780684924.443982 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1780684924.443983 yylex_token: end at WS
1780684924.443985 yylex_token: c
1780684924.443986 yylex_token: end at WS
1780684924.443988 yylex_token: copy-mode
1780684924.443989 yylex_token: end at ;
1780684924.443991 yylex_token: -q
1780684924.443992 yylex_token: end at WS
1780684924.443994 yylex_token: set-buffer
1780684924.443995 yylex_token: end at WS
1780684924.443997 yylex_token: --
1780684924.443998 yylex_token: end at }
1780684924.444000 yylex_token: #{q:mouse_word}
1780684924.444002 yylex_token: end at WS
1780684924.444004 yylex_token: #{?mouse_line,Copy Line,}
1780684924.444005 yylex_token: end at WS
1780684924.444006 yylex_token: l
1780684924.444008 yylex_token: end at WS
1780684924.444009 yylex_token: copy-mode
1780684924.444011 yylex_token: end at ;
1780684924.444012 yylex_token: -q
1780684924.444014 yylex_token: end at WS
1780684924.444015 yylex_token: set-buffer
1780684924.444017 yylex_token: end at WS
1780684924.444018 yylex_token: --
1780684924.444020 yylex_token: end at }
1780684924.444022 yylex_token: #{q:mouse_line}
1780684924.444023 yylex_token: end at WS
1780684924.444025 yylex_token: 
1780684924.444027 yylex_token: end at WS
1780684924.444029 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1780684924.444032 yylex_token: end at WS
1780684924.444033 yylex_token: C-h
1780684924.444035 yylex_token: end at WS
1780684924.444036 yylex_token: copy-mode
1780684924.444038 yylex_token: end at ;
1780684924.444039 yylex_token: -q
1780684924.444041 yylex_token: end at WS
1780684924.444042 yylex_token: send-keys
1780684924.444044 yylex_token: end at WS
1780684924.444045 yylex_token: -l
1780684924.444047 yylex_token: end at WS
1780684924.444048 yylex_token: --
1780684924.444050 yylex_token: end at }
1780684924.444052 yylex_token: #{q:mouse_hyperlink}
1780684924.444055 yylex_token: end at WS
1780684924.444056 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1780684924.444058 yylex_token: end at WS
1780684924.444059 yylex_token: h
1780684924.444061 yylex_token: end at WS
1780684924.444062 yylex_token: copy-mode
1780684924.444064 yylex_token: end at ;
1780684924.444065 yylex_token: -q
1780684924.444067 yylex_token: end at WS
1780684924.444068 yylex_token: set-buffer
1780684924.444070 yylex_token: end at WS
1780684924.444071 yylex_token: --
1780684924.444073 yylex_token: end at }
1780684924.444074 yylex_token: #{q:mouse_hyperlink}
1780684924.444076 yylex_token: end at WS
1780684924.444077 yylex_token: 
1780684924.444079 yylex_token: end at WS
1780684924.444080 yylex_token: Horizontal Split
1780684924.444082 yylex_token: end at WS
1780684924.444083 yylex_token: h
1780684924.444085 yylex_token: end at WS
1780684924.444086 yylex_token: split-window
1780684924.444088 yylex_token: end at }
1780684924.444089 yylex_token: -h
1780684924.444091 yylex_token: end at WS
1780684924.444093 yylex_token: Vertical Split
1780684924.444094 yylex_token: end at WS
1780684924.444096 yylex_token: v
1780684924.444097 yylex_token: end at WS
1780684924.444099 yylex_token: split-window
1780684924.444100 yylex_token: end at }
1780684924.444102 yylex_token: -v
1780684924.444103 yylex_token: end at WS
1780684924.444104 yylex_token: 
1780684924.444107 yylex_token: end at WS
1780684924.444108 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1780684924.444110 yylex_token: end at WS
1780684924.444111 yylex_token: u
1780684924.444113 yylex_token: end at WS
1780684924.444114 yylex_token: swap-pane
1780684924.444116 yylex_token: end at }
1780684924.444117 yylex_token: -U
1780684924.444119 yylex_token: end at WS
1780684924.444121 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1780684924.444122 yylex_token: end at WS
1780684924.444124 yylex_token: d
1780684924.444126 yylex_token: end at WS
1780684924.444127 yylex_token: swap-pane
1780684924.444128 yylex_token: end at }
1780684924.444130 yylex_token: -D
1780684924.444132 yylex_token: end at WS
1780684924.444134 yylex_token: #{?pane_marked_set,,-}Swap Marked
1780684924.444135 yylex_token: end at WS
1780684924.444136 yylex_token: s
1780684924.444138 yylex_token: end at }
1780684924.444140 yylex_token: swap-pane
1780684924.444141 yylex_token: end at WS
1780684924.444142 yylex_token: 
1780684924.444144 yylex_token: end at WS
1780684924.444145 yylex_token: Kill
1780684924.444147 yylex_token: end at WS
1780684924.444148 yylex_token: X
1780684924.444150 yylex_token: end at }
1780684924.444151 yylex_token: kill-pane
1780684924.444153 yylex_token: end at WS
1780684924.444154 yylex_token: Respawn
1780684924.444156 yylex_token: end at WS
1780684924.444157 yylex_token: R
1780684924.444159 yylex_token: end at WS
1780684924.444160 yylex_token: respawn-pane
1780684924.444162 yylex_token: end at }
1780684924.444163 yylex_token: -k
1780684924.444165 yylex_token: end at WS
1780684924.444167 yylex_token: #{?pane_marked,Unmark,Mark}
1780684924.444168 yylex_token: end at WS
1780684924.444170 yylex_token: m
1780684924.444171 yylex_token: end at WS
1780684924.444173 yylex_token: select-pane
1780684924.444174 yylex_token: end at }
1780684924.444176 yylex_token: -m
1780684924.444179 yylex_token: end at WS
1780684924.444181 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1780684924.444182 yylex_token: end at WS
1780684924.444185 yylex_token: z
1780684924.444187 yylex_token: end at WS
1780684924.444188 yylex_token: resize-pane
1780684924.444189 yylex_token: end at }
1780684924.444191 yylex_token: -Z
1780684924.444193 cmd_parse_build_commands 0:0: bind
1780684924.444195 cmd_parse_build_commands 0:1: -n
1780684924.444196 cmd_parse_build_commands 0:2: MouseDown3Pane
1780684924.444198 cmd_parse_build_commands 0:3 0:0: if
1780684924.444200 cmd_parse_build_commands 0:3 0:1: -Ft=
1780684924.444201 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1780684924.444203 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1780684924.444205 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1780684924.444206 cmd_parse_build_commands 0:3 0:3 1:0: send
1780684924.444208 cmd_parse_build_commands 0:3 0:3 1:1: -M
1780684924.444209 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1780684924.444211 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1780684924.444212 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1780684924.444214 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1780684924.444215 cmd_parse_build_commands 0:3 0:4 0:4: -T
1780684924.444217 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1780684924.444218 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1780684924.444220 cmd_parse_build_commands 0:3 0:4 0:7: <
1780684924.444222 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1780684924.444223 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1780684924.444225 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1780684924.444226 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1780684924.444228 cmd_parse_build_commands 0:3 0:4 0:10: >
1780684924.444229 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1780684924.444231 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1780684924.444232 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1780684924.444234 cmd_parse_build_commands 0:3 0:4 0:12: 
1780684924.444236 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1780684924.444237 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1780684924.444239 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1780684924.444240 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1780684924.444242 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1780684924.444244 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1780684924.444245 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1780684924.444247 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1780684924.444248 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1780684924.444250 cmd_parse_build_commands 0:3 0:4 0:15 1:3: --
1780684924.444251 cmd_parse_build_commands 0:3 0:4 0:15 1:4: #{q:mouse_word}
1780684924.444253 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1780684924.444254 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1780684924.444256 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1780684924.444257 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1780684924.444259 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1780684924.444260 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1780684924.444262 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1780684924.444263 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1780684924.444265 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1780684924.444266 cmd_parse_build_commands 0:3 0:4 0:20: c
1780684924.444268 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1780684924.444270 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1780684924.444271 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1780684924.444273 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1780684924.444274 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1780684924.444276 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1780684924.444279 cmd_parse_build_commands 0:3 0:4 0:23: l
1780684924.444280 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1780684924.444282 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1780684924.444283 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1780684924.444285 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1780684924.444286 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1780684924.444288 cmd_parse_build_commands 0:3 0:4 0:25: 
1780684924.444289 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1780684924.444291 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1780684924.444293 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1780684924.444294 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1780684924.444296 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1780684924.444297 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1780684924.444299 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1780684924.444301 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1780684924.444303 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1780684924.444305 cmd_parse_build_commands 0:3 0:4 0:30: h
1780684924.444306 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1780684924.444308 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1780684924.444309 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1780684924.444311 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1780684924.444312 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1780684924.444314 cmd_parse_build_commands 0:3 0:4 0:32: 
1780684924.444315 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1780684924.444317 cmd_parse_build_commands 0:3 0:4 0:34: h
1780684924.444318 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
1780684924.444320 cmd_parse_build_commands 0:3 0:4 0:35 0:1: -h
1780684924.444322 cmd_parse_build_commands 0:3 0:4 0:36: Vertical Split
1780684924.444323 cmd_parse_build_commands 0:3 0:4 0:37: v
1780684924.444325 cmd_parse_build_commands 0:3 0:4 0:38 0:0: split-window
1780684924.444326 cmd_parse_build_commands 0:3 0:4 0:38 0:1: -v
1780684924.444328 cmd_parse_build_commands 0:3 0:4 0:39: 
1780684924.444329 cmd_parse_build_commands 0:3 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1780684924.444331 cmd_parse_build_commands 0:3 0:4 0:41: u
1780684924.444332 cmd_parse_build_commands 0:3 0:4 0:42 0:0: swap-pane
1780684924.444334 cmd_parse_build_commands 0:3 0:4 0:42 0:1: -U
1780684924.444335 cmd_parse_build_commands 0:3 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1780684924.444337 cmd_parse_build_commands 0:3 0:4 0:44: d
1780684924.444338 cmd_parse_build_commands 0:3 0:4 0:45 0:0: swap-pane
1780684924.444340 cmd_parse_build_commands 0:3 0:4 0:45 0:1: -D
1780684924.444342 cmd_parse_build_commands 0:3 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1780684924.444343 cmd_parse_build_commands 0:3 0:4 0:47: s
1780684924.444345 cmd_parse_build_commands 0:3 0:4 0:48 0:0: swap-pane
1780684924.444346 cmd_parse_build_commands 0:3 0:4 0:49: 
1780684924.444348 cmd_parse_build_commands 0:3 0:4 0:50: Kill
1780684924.444349 cmd_parse_build_commands 0:3 0:4 0:51: X
1780684924.444351 cmd_parse_build_commands 0:3 0:4 0:52 0:0: kill-pane
1780684924.444352 cmd_parse_build_commands 0:3 0:4 0:53: Respawn
1780684924.444354 cmd_parse_build_commands 0:3 0:4 0:54: R
1780684924.444355 cmd_parse_build_commands 0:3 0:4 0:55 0:0: respawn-pane
1780684924.444357 cmd_parse_build_commands 0:3 0:4 0:55 0:1: -k
1780684924.444358 cmd_parse_build_commands 0:3 0:4 0:56: #{?pane_marked,Unmark,Mark}
1780684924.444360 cmd_parse_build_commands 0:3 0:4 0:57: m
1780684924.444361 cmd_parse_build_commands 0:3 0:4 0:58 0:0: select-pane
1780684924.444363 cmd_parse_build_commands 0:3 0:4 0:58 0:1: -m
1780684924.444364 cmd_parse_build_commands 0:3 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1780684924.444366 cmd_parse_build_commands 0:3 0:4 0:60: z
1780684924.444368 cmd_parse_build_commands 0:3 0:4 0:61 0:0: resize-pane
1780684924.444371 cmd_parse_build_commands 0:3 0:4 0:61 0:1: -Z
1780684924.444373 cmd_parse_build_commands 0:0: if
1780684924.444374 cmd_parse_build_commands 0:1: -Ft=
1780684924.444376 cmd_parse_build_commands 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1780684924.444378 cmd_parse_build_commands 0:3 0:0: select-pane
1780684924.444379 cmd_parse_build_commands 0:3 0:1: -t=
1780684924.444381 cmd_parse_build_commands 0:3 1:0: send
1780684924.444382 cmd_parse_build_commands 0:3 1:1: -M
1780684924.444384 cmd_parse_build_commands 0:4 0:0: display-menu
1780684924.444385 cmd_parse_build_commands 0:4 0:1: -t=
1780684924.444387 cmd_parse_build_commands 0:4 0:2: -xM
